name	id	url	picture	biography	organization	position
Ansgar Koreng	760		http://13.re-publica.de/files/pictures/picture-760.jpg	Ansgar Koreng ist Rechtsanwalt und seit 2011 für die Kanzlei JBB Rechtsanwälte tätig. Seine Schwerpunkte liegen im Medienrecht, hier besonders im Presse- und Äußerungsrecht. In diesen Bereichen vertritt er Zeitungsverlage und Journalisten ebenso wie Online-Portale, Communities und Blogger. Daneben betreut er auch Mandate im Urheber- und IT-Recht. Ansgar Koreng ist Autor zahlreicher Fachpublikationen im Bereich des Medienrechts und wurde mit einer Dissertation zum Thema "Zensur im Internet" promoviert. Vor seinem Studium in Leipzig und Rom war er als Programmierer in einer mittelständigen Webdesign-Agentur tätig.	JBB Rechtsanwälte	Rechtsanwalt
Michael Hörz	707		http://13.re-publica.de/files/pictures/picture-707.jpg	Journalist und Open-Data-Aktivist aus Berlin. Schwerpunkt bei Datenjournalismus, Informationsfreiheit und Digitalem. Lehrbauftragter für Open Data an der HTW Berlin. Arbeitet mit beim Informationsfreiheitsportal Frag den Staat. Insgesamt acht Jahre Redakteur bei tagesspiegel.de/zoomer.de, RBB und Hasso-Plattner-Institut.		Journalist & Daten
Jeannette Gusko	798		http://13.re-publica.de/files/pictures/picture-798.jpg		Change.org	Senior Campaigner
Bianca Praetorius	1106		http://13.re-publica.de/files/pictures/picture-1106.jpg	*1984 Schreibt für/mit/über/gegen Theater. StartUp-Pitch-performance-how-to-tell-a-story-Mentoresse. Verliebt in social media/ völlig überfordert at the same time. Tries to lower die BerührungsAngstSchwellen der Theaterwelt und der Internetwelt. Als wenn sie zwei wären. Auf beiden Augen blind. Uhlala.Was ist Social media.	Junges DT, die deutsche Bühne	Autorin. Online und Nonline.
Cory Doctorow	971		http://13.re-publica.de/files/pictures/picture-971.jpg	Cory Doctorow (craphound.com) is a science fiction author, activist, journalist and blogger -- the co-editor of Boing Boing (boingboing.net) and the author of young adult novels like PIRATE CINEMA and LITTLE BROTHER and novels for adults like RAPTURE OF THE NERDS and MAKERS. He is the former European director of the Electronic Frontier Foundation and co-founded the UK Open Rights Group. Born in Toronto, Canada, he now lives in London. +++ (Picture cc by-sa Jonathan Worth, http://jonathanworth.com)	Boing Boing	Journalist / Author / Blogger
Daniela Kuka	105		http://13.re-publica.de/files/pictures/picture-105.jpg	seit 2009 wissenschaftliche Mitarbeiterin an der Universität der Künste Berlin // lehrt im BA und MA Studiengang „Gesellschafts- und Wirtschaftskommunikation" zu Kommunikationsmustern und neuen Spielformen // entwickelt die „Preenaction" Methode und diverse Spiel-Prototypen (http://preenaction.net) // ruft 2010 zusammen mit Klaus Gasteier die Special Interest Group „Mensch Maschine Persuasion" im MA GWK ins Leben, in deren Rahmen der erste spielbasierte Prototyp zur experimentellen Erforschung von digitalem Gesellschaftswandel entsteht (http://social-qs.net) // war von 2004 bis 2009 künstlerisch-wissenschaftliche Mitarbeiterin im Ars Electronica Futurelab Linz (A) und dort zwei Jahre lang Senior Researcher für Interaktive Dramaturgie, darunter diverse Projekte u.a. für das Museum der Zukunft (Deep Space / „Papyrate’s Island") und mit externen Auftraggebern (Vodafone R&D, SAP, regionale KMU) sowie die Konferenz die Konferenz „Pixelspaces".	Universität der Künste Berlin	Researcher, Lecturer, Preenaction Game Designer
Erik Hersman	1433		http://13.re-publica.de/files/pictures/picture-1433.jpg	Raised in Sudan and Kenya, Erik brings unique energy and insight to the world of technology and innovation in Africa. He is a co-founder of Ushahidi, and as part of the Ushahidi strategy he has been building the iHub (Nairobi's innovation hub) since early 2010, a place that has grown to 10,000+ Kenyan developers, designers, and entrepreneurs with connections in the corporate, academic and investor sectors. An avid blogger, Erik writes two different technology-related blogs - AfriGadget and WhiteAfrican. He is frequently a speaker at meetings and conferences dealing with technology in Africa, mapping, blogging and web application development, including; TED, and PopTech. He is a TED Senior Fellow, a PopTech Faculty Fellow, Chairman of the AfriLabs association, and is a founding organizer of Maker Faire Africa.	iHub and Ushahidi	Founder
James Clardy	2174		http://13.re-publica.de/files/pictures/picture-2174.jpg	James Clardy is an Austin, Texas based technology strategist and global business development executive, with a history of industry transforming telecom, consumer electronics, networking, multimedia, gaming and computing products. He's currently interested in the "Internet of Things", incl. cyber-physical systems, sensor networks, embedded & wearable computing, natural user interaction, augmented reality, related privacy and security concerns, big data analytics and cloud-enabled contextually relevant services. James has extensive experience building alliances and ecosystems around emerging technology, fostering the transfer of knowledge and stimulating the creative economy via collaboration. Over the years, James has taken a leading role in numerous standards bodies and normative organizations, adding informed input and considered opinion, engaging in civil debate, advocating consensus. As a lean principle evangelist, he provides consulting services to early-stage entrepreneurial ventures. Raised on the boarder in Texas, speaking Spanish, now living in a German speaking household, James is multilingual with cross-cultural skills earned throughout the U.S., Europe, Middle East and Asia Pacific. In his spare time, James is building an underwater ROV, scuba dives and goes wilderness trekking in deserts across the Southwest U.S. )'(	WikiTechnium LLC	Venture Consultant
newthinking 	2369					
Marcus Brown	263		http://13.re-publica.de/files/pictures/picture-263.jpg	A unique mind." Tom Anderson, founder of MySpace. “ Marcus Brown is turning in some of the finest, most important culture criticism being produced today.” Chris Locke, author of “The Cluetrain Manifesto”. “Internet personality extraordinaire” Chris Vallance, BBC Radio 5 About Marcus Brown. Born the son of a lorry driving Scotsman, Marcus moved to Germany in 1993 having studied Art & Social context at Dartington College of Arts. He has been an online art director, the managing director of a concept agency, a production controller at a printing company, the general manager for William Lea’s business process outsourcing operations in Germany and the European online coordinator for Nintendo. Online he has been the Dead Artist, Sacrum, Charles Stab, The Joker, The Lord God Almighty, The Kaiser and "Jack The Twitter". He is currently the Creative Director at We Are Social Germany.	We Are Social - Germany	Creative Director
Deef Pirmasens	431		http://13.re-publica.de/files/pictures/picture-431.jpg	Deef Pirmasens hat in wechselnden Jobs z.b. als Sanitäter, Telefonist und Reporter gearbeitet. Statt einen ordentlichen Beruf zu erlernen, studierte er was mit Medien und ist heute für Sender in Deutschland und Slowenien tätig – unter anderem für das kritische, satirische Fernsehmagazin “quer” vom BR als Onlineredakteur.	Bayerischer Rundfunk	Onlineredakteur
Simone Stoffers	553		http://13.re-publica.de/files/pictures/picture-553.jpg	Internet, Fernsehen, Satire. Heimathafen: extra 3, NDR	NDR	
Jan Philipp Schmidt	942		http://13.re-publica.de/files/pictures/picture-942.jpg	Philipp co-founded P2PU and works at the MIT Media Lab on new ideas for online learning.	P2PU, MIT Media Lab	
Djure Meinen	372		http://13.re-publica.de/files/pictures/picture-372.jpg	Ich bin Djure Meinen, ein 42 Jahre alt gewordener Digital Resident aus Büppel (Varel) am Jadebusen. Dort lebe ich mit meiner Frau @51hz, meinen Kindern K1 und K2 und dem Wäller Coleman. Als Einzelunternehmer stehe ich vor allem für Coaching, überschaubare Projektaufgaben und als ergänzender Spezialist meiner Netzwerkpartner zur Verfügung. Als Social Media Coach helfe ich Ihnen, sich einen Überblick über Ihren Status im Social Web zu verschaffen. Ich beobachte für Sie relevante Themen und gebe regelmäßig Leseempfehlungen. Gemeinsam können wir erste Schritte bei Facebook, Twitter und Co. gehen und darauf aufbauend am Bild ihrer Person oder ihres Unternehmens im Internet arbeiten. Gemeinsam mit Netzwerkpartnern war ich maßgeblich am kommunikativen Erfolg der letzten online-marketing-düsseldorf beteiligt, habe das Portal der Stadt Bochum zur Ruhr2010 initiiert und war der Bloggerbetreuer der next11. Ich bin Blogger der zweiten Stunde, verfüge über ein erstklassiges Netzwerk und qualifizierte Partner. Mein theoretisches Fundament ist eine Ausbildung zum Diplom-Volkswirt an der WWU Münster. Praktische Erfahrung habe ich als Kommunikator und Generalist bei PROSOZ Herten, der pressrelations GmbH und bei der Entwicklung der Repräsentanz NRW der Landau Media AG gesammelt. Politisch bin vor allem kommunal- und netzpolitisch unterwegs. Seit Dezember 2010 bin ich Mitglied bei Bündnis 90/Die Grünen, für die ich in Varel seit November 2011 im Rat sitze.	Landkreis Friesland	Liquid-Friesland-Beauftragter (ehrenamtlich)
Joerg Blumtritt	241		http://13.re-publica.de/files/pictures/picture-241.jpg	Joerg Blumtritt (*1970) is founder and CEO of Datarella™, a Data Science Development Lab based in Munich, Germany. After having graduated in statistics and political sciences, he started working as a researcher in behavioural sciences. He ran marketing and research teams for TV-channels ProSieben, Sat.1, RTL II and magazine publisher Hubert Burda Media. As European Operations Officer at Tremor Media, Joerg was in charge of building this New York based video ad-network’s European enterprises. Recently he has been working as managing director of MediaCom Germany. For more than ten years, Joerg has also been part of consultancy projects with major media and consumer brands. He is is co-author of the Slow Media Manifesto and the Declaration of Liquid Culture. Joerg blogs at beautifuldata.net and can be followed at @jbenno.		
